Event,Device,Trip,Starttime,Endtime,Duration,Pedestrians,Stoptime
713,10607,861,120930,121080,150,1,0
714,10607,861,142010,142940,930,5,0
715,10607,877,143660,143940,280,2,0
716,10607,891,112040,112590,550,2,0
717,10607,894,109420,109670,250,1,0
718,10607,894,139640,139960,320,1,0
719,10607,894,140900,141090,190,1,0
720,10607,894,151660,151750,90,1,0
721,10607,894,170950,171130,180,1,0
722,10607,897,116420,116530,110,2,0
723,10607,897,123120,123300,180,6,0
724,10607,906,126940,127330,390,2,0
725,10607,906,132590,132710,120,1,0
726,10607,909,104490,104620,130,1,0
727,10607,909,106320,107210,890,1,0
728,10607,909,110120,110350,230,1,0
729,10607,909,113990,114660,670,1,0
730,10607,914,99670,99790,120,1,0
731,10607,916,103480,103970,490,1,0
732,10607,918,102630,103240,610,1,0
733,10607,919,570,1020,450,2,0
734,10607,936,96370,96460,90,1,0
735,10607,936,103360,104460,1100,1,0
736,10607,940,108910,109060,150,1,0
737,10607,940,109580,110000,420,1,0
738,10607,940,113390,113470,80,1,0
739,10607,940,114450,115230,780,1,0
740,10607,945,125660,125930,270,1,0
741,10607,945,126480,126890,410,2,0
742,10607,945,128440,128900,460,1,0
743,10607,945,135440,135570,130,1,0
744,10607,945,139890,140390,500,2,0
745,10607,1613,210,490,280,1,0
746,10607,5504,260400,262180,1780,2,0
747,10612,2481,2990,3740,750,1,0
748,10612,3536,4830,4930,100,1,0
749,10612,3536,5500,5740,240,1,0
750,10612,5766,57560,58050,490,3,0
751,10616,336,18250,19750,1500,3,0
752,10616,977,32460,35660,3200,4,780
753,10616,978,27680,27820,140,1,0
754,10616,978,67260,67760,500,2,0
755,10616,978,70440,70530,90,5,0
756,10616,1833,200570,200660,90,3,0
757,10616,1833,204550,204630,80,2,0
758,10618,55,102780,102880,100,1,0
759,10618,55,110760,110760,0,1,0
760,10618,56,101730,102080,350,1,0
761,10618,56,102610,103870,1260,2,0
762,10618,113,152710,153020,310,2,0
763,10618,126,11020,11170,150,1,0
764,10618,126,17670,18300,630,2,0
765,10618,134,5940,6030,90,3,0
766,10618,134,7300,7410,110,2,0
767,10618,138,163480,163580,100,1,0
768,10618,138,164390,165310,920,2,0
769,10618,158,120620,121520,900,1,0
770,10618,159,6770,7980,1210,2,0
771,10618,185,149520,150160,640,2,170
772,10618,185,155030,155170,140,1,0
773,10618,186,9270,9520,250,2,0
774,10618,213,8880,9760,880,1,0
775,10618,217,95370,96580,1210,2,0
776,10618,219,12140,13800,1660,2,0
777,10618,222,73080,73170,90,3,0
778,10618,222,85490,85510,20,2,0
779,10618,224,37850,38450,600,1,0
780,10618,224,39800,41130,1330,1,1130
781,10618,235,12080,12240,160,1,160
782,10618,235,63770,65380,1610,2,1390
783,10618,237,214560,214640,80,1,0
784,10618,238,9960,10950,990,2,0
785,10618,251,14430,15300,870,1,0
786,10618,251,16010,16950,940,3,620
787,10618,251,17550,19530,1980,3,1640
788,10618,251,25210,27010,1800,3,1290
789,10618,251,31130,31970,840,2,820
790,10618,253,15250,15400,150,1,0
791,10618,275,36240,36450,210,1,0
792,10618,276,15390,15640,250,2,0
793,10618,276,19440,19970,530,1,0
794,10618,277,6390,6590,200,1,0
795,10618,282,212900,213100,200,1,0
796,10618,283,26630,27830,1200,5,1140
797,10618,289,132530,133140,610,2,0
798,10618,289,137620,137990,370,1,0
799,10618,290,12040,12260,220,1,0
800,10618,301,141670,141680,10,1,0
801,10618,302,5390,5390,0,2,0
802,10618,308,7300,7950,650,3,0
803,10618,309,129730,130050,320,1,0
804,10618,324,150700,152730,2030,1,220
805,10618,337,122270,122650,380,3,0
806,10618,337,123240,123760,520,2,0
807,10618,338,12530,13050,520,2,0
808,10618,350,10090,10190,100,2,0
809,10618,350,13510,13660,150,1,0
810,10618,353,15100,15690,590,1,0
811,10618,353,16580,16710,130,2,0
812,10618,359,96130,96210,80,1,0
813,10618,360,7730,8020,290,3,0
814,10618,360,13620,13770,150,2,0
815,10618,373,6280,6380,100,2,0
816,10618,378,22340,22470,130,1,0
817,10618,378,29710,31710,2000,4,1890
818,10618,378,53190,53480,290,2,0
819,10618,379,8490,8600,110,1,0
820,10618,384,191620,191910,290,3,100
821,10618,387,102770,103060,290,2,0
822,10618,387,106830,107130,300,2,0
823,10618,389,5660,7120,1460,4,0
824,10618,393,7850,8000,150,3,0
825,10618,393,8850,9280,430,1,0
826,10618,395,5700,6030,330,3,0
827,10618,395,15020,15150,130,1,0
828,10618,402,33910,34830,920,3,70
829,10618,402,35920,37380,1460,1,1170
830,10618,402,52480,52860,380,1,0
831,10618,403,8900,8990,90,2,0
832,10618,425,80600,80770,170,1,0
833,10618,429,4100,4310,210,1,0
834,10618,439,36850,36990,140,1,0
835,10618,445,7180,7500,320,3,0
836,10618,445,12490,12740,250,1,0
837,10618,448,49140,49730,590,2,480
838,10618,448,72540,72770,230,2,0
839,10618,449,9440,11070,1630,2,0
840,10618,456,13610,14410,800,2,0
841,10618,458,93030,93060,30,1,0
842,10618,458,97500,97590,90,1,0
843,10618,458,107920,108620,700,1,0
844,10618,459,15710,15990,280,1,0
845,10618,462,12510,12640,130,1,0
846,10618,462,21650,21840,190,3,0
847,10618,466,10720,13340,2620,4,1460
848,10618,480,26160,26360,200,2,40
849,10618,480,27740,27830,90,1,0
850,10618,480,29640,31120,1480,3,320
851,10618,480,31800,32530,730,3,730
852,10618,480,35450,37470,2020,2,1960
853,10618,480,40510,41840,1330,2,1160
854,10618,480,42810,44670,1860,2,1640
855,10618,480,54220,57230,3010,2,2650
856,10618,480,59910,62000,2090,3,1840
857,10618,481,190630,190830,200,1,0
858,10618,481,221300,221580,280,2,240
859,10618,481,224600,226980,2380,3,2110
860,10618,481,230120,231060,940,3,900
861,10618,481,232640,235750,3110,3,2460
862,10618,481,243290,245260,1970,3,1710
863,10618,481,246220,248110,1890,3,1810
864,10618,482,13660,16070,2410,2,550
865,10618,487,185530,185560,30,2,0
866,10618,487,186240,186330,90,1,0
867,10618,492,111710,111900,190,1,0
868,10618,493,8030,8290,260,2,0
869,10618,493,15380,15730,350,3,0
870,10618,493,131950,132440,490,2,0
871,10618,493,141620,142900,1280,1,0
872,10618,497,116970,117580,610,3,0
873,10618,498,42400,43140,740,2,500
874,10618,498,46350,47080,730,2,650
875,10618,498,48260,49790,1530,2,1530
876,10618,498,51430,51760,330,2,330
877,10618,498,54090,54180,90,2,90
878,10618,499,316370,317620,1250,3,0
879,10618,509,11500,11650,150,1,0
880,10618,511,93870,96010,2140,3,1570
881,10618,511,115280,115390,110,4,0
882,10618,512,26850,27060,210,1,0
883,10618,515,13640,13840,200,1,0
884,10618,519,200980,201670,690,3,240
885,10618,522,106990,107180,190,1,0
886,10618,565,20660,20790,130,1,0
887,10618,566,343300,344240,940,3,0
888,10618,567,15240,15340,100,1,0
889,10618,571,10670,11040,370,2,0
890,10618,572,106810,107650,840,2,0
891,10618,580,17220,17340,120,4,0
892,10618,580,21060,23000,1940,2,1320
893,10618,580,31950,32410,460,2,240
894,10618,580,36060,38070,2010,2,1970
895,10618,580,40100,41440,1340,2,1060
896,10618,586,132560,132640,80,1,0
897,10618,595,168830,169740,910,1,730
898,10618,595,174400,177010,2610,2,1460
899,10618,597,119120,119660,540,1,0
900,10618,598,8830,9120,290,1,0
901,10618,598,10360,10520,160,2,0
902,10618,607,148200,148380,180,1,0
903,10618,607,149870,151430,1560,1,1430
904,10618,608,6940,7170,230,1,0
905,10618,614,6420,7600,1180,3,0
906,10618,630,176100,177260,1160,1,0
907,10618,630,178100,178200,100,1,0
908,10618,650,16410,17160,750,1,560
909,10618,650,17720,19160,1440,1,280
910,10618,660,9550,10050,500,3,150
911,10618,663,9420,11710,2290,3,0
912,10618,669,153380,153580,200,1,0
913,10618,673,29620,30520,900,2,0
914,10618,689,13890,14650,760,2,0
915,10618,699,10800,11350,550,2,0
916,10618,702,8890,9530,640,1,0
917,10618,702,13500,16170,2670,1,2390
918,10618,702,19560,20680,1120,2,1120
919,10618,702,27900,27920,20,3,0
920,10618,713,537060,537800,740,1,540
921,10618,713,543090,543940,850,2,0
922,10618,713,565730,565910,180,1,0
923,10618,714,33300,33530,230,1,0
924,10618,721,154060,154150,90,1,0
925,10618,728,194270,194310,40,1,0
926,10618,728,207380,207960,580,1,0
927,10618,728,210780,211110,330,1,330
928,10618,728,211670,212490,820,1,790
929,10618,728,215360,215800,440,1,440
930,10618,728,216940,218520,1580,1,1580
931,10618,728,220800,221610,810,2,670
932,10618,728,222150,223860,1710,3,1560
933,10618,728,224990,227860,2870,2,2420
934,10618,737,8810,9990,1180,2,0
935,10618,743,11580,11780,200,1,0
936,10618,743,32810,33120,310,1,310
937,10618,743,33690,34280,590,2,450
938,10618,754,6810,7280,470,2,0
939,10618,754,8670,13850,5180,3,2620
940,10618,754,35770,35910,140,1,0
941,10618,756,188520,188550,30,1,0
942,10618,756,194760,195080,320,1,0
943,10618,770,7560,7900,340,1,0
944,10618,776,11530,11990,460,2,0
945,10618,781,184510,185760,1250,4,1120
946,10618,781,190200,190310,110,5,110
947,10618,781,191530,192350,820,6,460
948,10618,788,108590,108690,100,1,0
949,10618,799,11420,11630,210,1,0
950,10618,801,167630,168860,1230,1,0
951,10618,816,115940,116070,130,1,0
952,10618,819,130960,131240,280,1,0
953,10618,840,193360,193970,610,1,0
954,10618,840,194750,194960,210,5,0
955,10618,840,196480,196880,400,1,0
956,10618,841,13890,14160,270,1,0
957,10618,841,15050,15720,670,1,440
958,10618,841,16920,17610,690,4,360
959,10618,848,131570,133500,1930,1,1700
960,10618,848,151840,152360,520,2,0
961,10618,849,8710,10680,1970,5,840
962,10618,849,11990,12280,290,1,0
963,10618,857,4360,4500,140,1,0
964,10618,875,215700,215730,30,1,0
965,10618,898,12900,13010,110,1,0
966,10618,907,12670,14200,1530,3,1450
967,10618,907,46420,46480,60,1,0
968,10618,907,65760,65980,220,2,0
969,10618,939,182580,183030,450,2,0
970,10618,939,183960,184060,100,2,0
971,10618,940,12960,13780,820,4,820
972,10618,940,20970,21470,500,2,0
973,10618,943,164400,165300,900,3,0
974,10618,943,165860,166290,430,1,0
975,10618,946,121880,122160,280,2,0
976,10618,947,8030,8580,550,2,0
977,10618,947,9540,9660,120,1,0
978,10618,948,125460,125510,50,1,0
979,10618,952,7890,9010,1120,2,0
980,10618,979,215580,215890,310,1,0
981,10618,999,11070,11530,460,2,0
982,10618,1025,154890,157490,2600,2,0
983,10618,1027,13370,15600,2230,4,0
984,10618,1033,7140,7460,320,3,0
985,10618,1036,109020,109650,630,1,0
986,10618,1042,93410,93950,540,2,0
987,10618,1043,9380,12840,3460,2,740
988,10618,1049,147240,147910,670,2,0
989,10618,1055,5250,5940,690,2,0
990,10618,1059,20150,21830,1680,3,760
991,10618,1059,24590,26230,1640,4,1240
992,10618,1059,48300,48400,100,4,0
993,10618,1068,6030,6560,530,1,0
994,10618,1079,73330,73510,180,1,0
995,10618,1089,4810,5230,420,2,0
996,10618,1093,20040,22990,2950,3,1830
997,10618,1098,6270,6900,630,2,0
998,10618,1099,273670,274010,340,1,0
999,10618,1100,13040,13380,340,3,0
1000,10618,1100,13960,14670,710,4,0
1001,10618,1118,17420,17620,200,1,0
1002,10618,1131,7100,7480,380,2,0
1003,10618,1148,7740,8610,870,2,0
1004,10618,1148,9290,9440,150,2,0
1005,10618,1152,153350,153410,60,1,0
1006,10618,1164,146850,146960,110,1,0
1007,10618,1164,148090,148250,160,1,0
1008,10618,1164,150120,151810,1690,3,1020
1009,10618,1164,152930,154500,1570,2,1450
1010,10618,1164,183400,183510,110,1,0
1011,10618,1164,184290,184390,100,1,0
1012,10618,1164,187700,188690,990,2,990
1013,10618,1164,193020,193180,160,2,0
1014,10618,1173,31680,31850,170,3,0
1015,10618,1176,6550,7300,750,2,0
1016,10618,1176,8970,9170,200,1,0
1017,10618,1176,15790,16040,250,3,250
1018,10618,1176,29580,35000,5420,4,4850
1019,10618,1176,43740,45080,1340,4,1100
1020,10618,1188,10270,10350,80,2,0
1021,10618,1188,12840,14150,1310,1,700
1022,10618,1188,25290,26700,1410,4,1170
1023,10618,1188,29510,32170,2660,3,2420
1024,10618,1188,34470,37550,3080,3,1590
1025,10618,1190,35230,35650,420,1,0
1026,10618,1190,39810,40010,200,1,0
1027,10618,1190,60590,61190,600,2,0
1028,10618,1194,3990,4600,610,4,0
1029,10618,1202,99280,99580,300,2,0
1030,10618,1230,158270,158930,660,2,0
1031,10618,1230,162240,163490,1250,2,1250
1032,10618,1230,167120,167860,740,2,670
1033,10618,1230,171210,172460,1250,3,1010
1034,10618,1230,182960,185960,3000,4,2000
1035,10618,1239,145000,145520,520,2,0
1036,10618,1257,5050,5450,400,2,0
1037,10618,1270,7920,8350,430,1,0
1038,10618,1274,9230,9690,460,1,0
1039,10618,1286,133360,133900,540,2,0
1040,10618,1289,8430,8910,480,2,0
1041,10618,1305,106430,107180,750,1,0
1042,10618,1305,107990,108080,90,1,0
1043,10618,1306,8650,10850,2200,2,1800
1044,10618,1306,27150,27980,830,2,830
1045,10618,1306,31390,34960,3570,3,3360
1046,10618,1306,37820,37860,40,2,0
1047,10618,1314,7890,7990,100,4,0
1048,10618,1319,121600,122010,410,1,0
1049,10618,1330,5160,5610,450,2,0
1050,10618,1335,17010,17110,100,1,0
1051,10618,1338,115690,116110,420,2,0
1052,10618,1349,6590,7300,710,2,0
1053,10618,1356,140130,140250,120,2,0
1054,10618,1357,122030,122300,270,1,0
1055,10618,1357,131780,134950,3170,4,2540
1056,10618,1357,135470,139260,3790,4,3530
1057,10618,1357,174670,174790,120,2,0
1058,10618,1357,181430,181750,320,2,0
1059,10618,1358,10250,10680,430,1,0
1060,10618,1358,12170,12490,320,1,0
1061,10618,1362,96980,97890,910,2,0
1062,10618,1363,16320,17700,1380,4,1270
1063,10618,1363,20840,20930,90,1,0
1064,10618,1374,148610,148800,190,3,0
1065,10618,1374,150720,151160,440,1,0
1066,10618,1374,151740,152710,970,2,500
1067,10618,1374,153250,153640,390,2,380
1068,10618,1374,155190,156570,1380,2,870
1069,10618,1374,158970,159770,800,3,800
1070,10618,1374,160450,163020,2570,3,1830
1071,10618,1374,165210,165770,560,2,0
1072,10618,1376,10390,13450,3060,3,2220
1073,10618,1376,15720,19240,3520,4,3190
1074,10618,1376,20900,23300,2400,4,2130
1075,10618,1376,25410,26060,650,2,650
1076,10618,1376,27160,28120,960,2,950
1077,10618,1376,29170,29710,540,3,0
1078,10618,1380,43800,43900,100,1,0
1079,10618,1380,45180,45560,380,1,0
1080,10618,1380,46440,48170,1730,1,1500
1081,10618,1380,49760,50680,920,1,920
1082,10618,1380,53730,55330,1600,3,1340
1083,10618,1380,84790,85220,430,1,0
1084,10618,1380,92080,92220,140,1,0
1085,10618,1381,5570,5690,120,2,0
1086,10618,1381,8740,10300,1560,4,860
1087,10618,1381,18910,19400,490,1,0
1088,10618,1381,68310,68390,80,1,0
1089,10618,1385,75810,76490,680,2,680
1090,10618,1385,84780,85410,630,3,160
1091,10618,1387,130330,130460,130,1,0
1092,10618,1387,132120,132250,130,1,0
1093,10618,1387,138900,140400,1500,2,1450
1094,10618,1388,7950,8640,690,4,0
1095,10618,1388,16880,17080,200,1,0
1096,10618,1395,5710,6130,420,2,0
1097,10618,1395,7200,7320,120,2,0
1098,10618,1433,40240,41010,770,2,0
1099,10618,1433,42720,43130,410,1,0
1100,10618,1433,43670,45980,2310,1,1630
1101,10618,1433,48630,49590,960,2,330
1102,10618,1433,50700,51560,860,2,730
1103,10618,1433,59170,59320,150,1,0
1104,10618,1435,186990,187630,640,2,0
1105,10618,1436,8930,9190,260,2,0
1106,10618,1470,172240,172350,110,1,0
1107,10618,1470,175620,175820,200,1,0
1108,10618,1471,9650,9780,130,1,0
1109,10618,1471,11000,11100,100,3,0
1110,10618,1471,32400,34410,2010,1,1940
1111,10618,1471,36980,37950,970,1,940
1112,10618,1471,44980,45080,100,1,100
1113,10618,1471,89390,90200,810,2,0
1114,10618,1471,93120,93290,170,2,0
1115,10618,1471,140870,141290,420,1,0
1116,10618,1483,178950,179650,700,2,0
1117,10618,1484,48170,48640,470,1,0
1118,10618,1484,49560,50250,690,4,0
1119,10618,1485,210300,210650,350,1,0
1120,10618,1486,29900,30640,740,1,590
1121,10618,1486,34770,35000,230,4,0
1122,10618,1488,161410,161560,150,1,0
1123,10618,1490,24010,24130,120,1,0
1124,10618,1496,9620,9710,90,3,0
1125,10618,1506,156180,156690,510,1,0
1126,10618,1507,8140,8680,540,3,0
1127,10618,1520,7740,8080,340,2,0
1128,10618,1532,8100,8510,410,3,0
1129,10618,1549,134880,135540,660,2,0
1130,10618,1553,208480,209240,760,2,0
1131,10618,1554,14310,16060,1750,1,1660
1132,10618,1554,16810,20020,3210,2,2200
1133,10618,1554,25030,26360,1330,2,960
1134,10618,1554,31600,33410,1810,1,1670
1135,10618,1554,36980,38090,1110,3,740
1136,10618,1563,151090,151680,590,2,0
1137,10618,1563,153150,153950,800,3,0
1138,10618,1563,155050,155150,100,2,100
1139,10618,1563,158800,158960,160,2,160
1140,10618,1566,13340,13520,180,1,0
1141,10618,1566,14800,15070,270,2,0
1142,10618,1566,16000,17070,1070,4,590
1143,10618,1566,19190,21180,1990,2,1540
1144,10618,1566,28640,30130,1490,3,1230
1145,10618,1566,35680,35830,150,4,0
1146,10618,1566,36580,37490,910,5,110
1147,10618,1566,50500,50760,260,1,0
1148,10618,1575,107180,107470,290,2,0
1149,10619,1441,159280,160100,820,1,0
1150,10619,1441,160730,162740,2010,3,0
1151,10619,1441,163520,163640,120,2,0
1152,13103,9590,123430,123820,390,1,0
1153,13103,9590,126660,126800,140,1,0
1154,13105,14812,243560,243930,370,2,0
1155,13105,14812,246470,246530,60,1,0
1156,13105,14812,247970,248040,70,3,0
1157,13106,18025,31170,32070,900,2,0
1158,13107,321,34380,34500,120,1,0
1159,13107,434,36400,37660,1260,1,0
1160,13107,3727,29960,30680,720,2,0
1161,13107,3778,32900,33280,380,2,0
1162,13107,3778,33880,34280,400,2,0
1163,13107,3836,5420,5920,500,2,0
1164,13107,3972,57410,58330,920,2,0
1165,13107,4135,36090,36470,380,1,0
1166,13107,4195,42790,43570,780,3,0
1167,13107,4351,33290,33870,580,1,0
1168,13107,4351,34740,34980,240,1,0
1169,13107,4459,10060,10550,490,1,0
1170,13107,4584,22590,23420,830,1,0
1171,13107,4652,5610,5950,340,2,0
1172,13107,4728,30240,30700,460,1,0
1173,13107,4838,65130,66840,1710,1,0
1174,13107,5214,39280,40350,1070,2,0
1175,13107,5261,47190,47520,330,1,0
1176,13107,5309,41670,42020,350,2,0
1177,13107,5310,5010,6300,1290,4,0
1178,13107,5395,39810,39830,20,3,0
1179,13107,5516,103580,104420,840,1,0
1180,13107,5590,111760,111830,70,1,0
1181,13107,5591,5890,6100,210,2,0
1182,13107,6037,25890,27360,1470,4,0
1183,13107,6263,44830,46740,1910,2,0
1184,13107,6377,12670,13480,810,3,0
1185,13107,6490,38510,40130,1620,1,0
1186,13107,6632,49160,49910,750,1,0
1187,13107,6710,45990,47220,1230,1,0
1188,13107,6968,11600,15940,4340,4,2350
1189,13107,7502,116080,116240,160,2,0
1190,13107,7953,5210,5620,410,7,0
1191,13107,8007,47790,48190,400,2,0
1192,13107,10155,4720,4980,260,1,0
1193,13107,10155,6270,6330,60,1,0
1194,13107,10511,67470,67820,350,1,0
1195,13107,11031,7230,7770,540,2,0
1196,13107,11292,5650,6380,730,2,0
1197,13107,11329,23540,23910,370,3,0
1198,13107,11329,24730,25090,360,2,0
1199,13107,11651,59830,60940,1110,3,0
1200,13107,12030,6660,8140,1480,2,0
1201,13107,12067,200040,200770,730,4,0
1202,13107,12175,30180,30680,500,2,0
1203,13107,12250,2150,2220,70,2,0
1204,13107,12416,91020,91120,100,1,0
1205,13107,16011,34520,34750,230,1,0
1206,13108,798,84710,85550,840,2,0
1207,13108,798,86200,86540,340,2,0
1208,13108,8094,5800,6380,580,2,0
1209,13108,8567,176230,177480,1250,3,0
1210,13109,12325,12710,13460,750,2,0
1211,13109,12439,16800,17790,990,3,0
1212,13109,12440,13110,13950,840,3,0
1213,13109,12807,14970,15280,310,2,0
1214,13109,12807,15970,16560,590,2,0
1215,13109,13044,15540,15670,130,1,0
1216,13109,14112,13630,14240,610,2,0
1217,13110,4709,65010,65670,660,2,0
1218,17101,609,93660,94230,570,1,0
1219,17101,1052,204110,204280,170,2,0
1220,17101,1167,109340,109910,570,1,0
1221,17101,1175,81170,81900,730,4,0
1222,17101,1182,90340,90520,180,2,0
1223,17101,1201,95280,95350,70,4,0
1224,17101,1213,78140,78630,490,3,0
1225,17101,1213,79350,79710,360,4,0
1226,17101,1213,245750,246080,330,2,0
1227,17101,1213,248130,248130,0,0,0
1228,17101,1220,82780,83680,900,3,0
1229,17101,1228,94150,94590,440,3,0
1230,17101,1236,94850,95340,490,2,0
1231,17101,1236,95870,95960,90,2,0
1232,17101,1236,255910,256020,110,3,0
1233,17101,2144,113000,113220,220,1,0
1234,17101,2144,433030,433130,100,3,0
1235,17101,2144,624450,624910,460,2,0
1236,17101,2144,627300,627460,160,1,0
1237,17101,2144,794010,794470,460,2,0
1238,17101,2144,797730,797840,110,2,0
1239,17101,2144,799410,799490,80,1,0
1240,17101,2144,972040,972710,670,1,130
1241,17101,2144,1257910,1258240,330,3,0
1242,17101,2144,1432840,1433130,290,2,0
1243,17101,2145,1611840,1611930,90,2,0
1244,17101,2145,1617130,1618510,1380,3,0
1245,17102,929,337940,338030,90,1,0
1246,17102,929,503370,504530,1160,2,0
1247,17102,929,507960,508260,300,2,0
1248,17102,929,508790,508800,10,1,0
1249,17102,929,692030,692310,280,1,0
1250,17102,1576,253080,253440,360,2,0
1251,17102,1576,256010,256060,50,1,0
1252,17102,1576,256870,257080,210,1,0
1253,17102,1576,589180,589510,330,2,0
1254,17102,1576,592460,592550,90,2,0
1255,17102,1607,260490,260730,240,2,0
1256,17102,1607,432020,432160,140,2,0
1257,17102,1669,173180,173520,340,1,0
1258,17102,1669,384380,384410,30,1,0
1259,17102,1669,717570,717840,270,3,0
1260,17102,1669,1111140,1111890,750,4,0
